merged_spelling,ipa,langid,spelling_pretrain,langid_pretrain
{geo}ანგარიშვალდებული,ɑ n ɡ ɑ r i ʃ v ɑ l d ɛ b u l i,0,ანგარიშვალდებული,0
{geo}ანგარიში,ɑ n ɡ ɑ r i ʃ i,0,ანგარიში,0
{geo}ანგელოზა,ɑ n ɡ ɛ l ɔ z ɑ,0,ანგელოზა,0
{geo}ანგელოზი,ɑ n ɡ ɛ l ɔ z i,0,ანგელოზი,0
{geo}ანგელოზივით,ɑ n ɡ ɛ l ɔ z i v i tʰ,0,ანგელოზივით,0
{geo}ანგია,ɑ n ɡ i ɑ,0,ანგია,0
{geo}ანგრევს,ɑ n ɡ r ɛ v s,0,ანგრევს,0
{geo}ანდრია,ɑ n d r i ɑ,0,ანდრია,0
{geo}ანეკდოტური,ɑ n ɛ kʼ d ɔ tʼ u r i,0,ანეკდოტური,0
{geo}ანემია,ɑ n ɛ m i ɑ,0,ანემია,0
{geo}ანექსია,ɑ n ɛ kʰ s i ɑ,0,ანექსია,0
{geo}ანთება,ɑ n tʰ ɛ b ɑ,0,ანთება,0
{geo}ანთებითი,ɑ n tʰ ɛ b i tʰ i,0,ანთებითი,0
{geo}ანთებს,ɑ n tʰ ɛ b s,0,ანთებს,0
{geo}ანთებული,ɑ n tʰ ɛ b u l i,0,ანთებული,0
{geo}ანთოლოგია,ɑ n tʰ ɔ l ɔ ɡ i ɑ,0,ანთოლოგია,0
{geo}ანთრაციტი,ɑ n tʰ r ɑ t͡s i tʼ i,0,ანთრაციტი,0
{geo}ანთროპოლოგი,ɑ n tʰ r ɔ pʼ ɔ l ɔ ɡ i,0,ანთროპოლოგი,0
{geo}ანკესი,ɑ n kʼ ɛ s i,0,ანკესი,0
{geo}ანომალიური,ɑ n ɔ m ɑ l i u r i,0,ანომალიური,0
{geo}ანომალურად,ɑ n ɔ m ɑ l u r ɑ d,0,ანომალურად,0
{geo}ანონიმურად,ɑ n ɔ n i m u r ɑ d,0,ანონიმურად,0
{geo}ანონიმური,ɑ n ɔ n i m u r i,0,ანონიმური,0
{geo}ანონიმურობა,ɑ n ɔ n i m u r ɔ b ɑ,0,ანონიმურობა,0
{geo}ანტაგონისტურად,ɑ n tʼ ɑ ɡ ɔ n i s tʼ u r ɑ d,0,ანტაგონისტურად,0
{geo}ანტარქტიდა,ɑ n tʼ ɑ r kʰ tʼ i d ɑ,0,ანტარქტიდა,0
{geo}ანტიბიოტიკი,ɑ n tʼ i b i ɔ tʼ i kʼ i,0,ანტიბიოტიკი,0
{geo}ანტიკური,ɑ n tʼ i kʼ u r i,0,ანტიკური,0
{geo}ანტიპათია,ɑ n tʼ i pʼ ɑ tʰ i ɑ,0,ანტიპათია,0
{geo}ანტიციკლონი,ɑ n tʼ i t͡s i kʼ l ɔ n i,0,ანტიციკლონი,0
{geo}ანტურაჟი,ɑ n tʼ u r ɑ ʒ i,0,ანტურაჟი,0
{geo}აპათია,ɑ pʼ ɑ tʰ i ɑ,0,აპათია,0
{geo}აპარატი,ɑ pʼ ɑ r ɑ tʼ i,0,აპარატი,0
{geo}აპარატით,ɑ pʼ ɑ r ɑ tʼ i tʰ,0,აპარატით,0
{geo}აპარატის,ɑ pʼ ɑ r ɑ tʼ i s,0,აპარატის,0
{geo}აპარატმა,ɑ pʼ ɑ r ɑ tʼ m ɑ,0,აპარატმა,0
{geo}აპარატო,ɑ pʼ ɑ r ɑ tʼ ɔ,0,აპარატო,0
{geo}აპარატს,ɑ pʼ ɑ r ɑ tʼ s,0,აპარატს,0
{geo}აპატიებს,ɑ pʼ ɑ tʼ i ɛ b s,0,აპატიებს,0
{geo}აპლიკაცია,ɑ pʼ l i kʼ ɑ t͡s i ɑ,0,აპლიკაცია,0
{geo}აპლოდისმენტი,ɑ pʼ l ɔ d i s m ɛ n tʼ i,0,აპლოდისმენტი,0
{geo}აპოგეა,ɑ pʼ ɔ ɡ ɛ ɑ,0,აპოგეა,0
{geo}აპოკალიფსი,ɑ pʼ ɔ kʼ ɑ l i pʰ s i,0,აპოკალიფსი,0
{geo}აპოკალიფსური,ɑ pʼ ɔ kʼ ɑ l i pʰ s u r i,0,აპოკალიფსური,0
{geo}აპრილი,ɑ pʼ r i l i,0,აპრილი,0
{geo}აპრილის,ɑ pʼ r i l i s,0,აპრილის,0
{geo}აპრილმა,ɑ pʼ r i l m ɑ,0,აპრილმა,0
{geo}აპრილს,ɑ pʼ r i l s,0,აპრილს,0
{geo}არ,ɑ r,0,არ,0
{geo}არა,ɑ r ɑ,0,არა,0
{geo}არაადეკვატური,ɑ r ɑ ɑ d ɛ kʼ v ɑ tʼ u r i,0,არაადეკვატური,0
{geo}არაარსებითი,ɑ r ɑ ɑ r s ɛ b i tʰ i,0,არაარსებითი,0
{geo}არაბი,ɑ r ɑ b i,0,არაბი,0
{geo}არაბიძე,ɑ r ɑ b i d͡z ɛ,0,არაბიძე,0
{geo}არაბული,ɑ r ɑ b u l i,0,არაბული,0
{geo}არაბუნებრივად,ɑ r ɑ b u n ɛ b r i v ɑ d,0,არაბუნებრივად,0
{geo}არაბუნებრივი,ɑ r ɑ b u n ɛ b r i v i,0,არაბუნებრივი,0
{geo}არაგონივრულად,ɑ r ɑ ɡ ɔ n i v r u l ɑ d,0,არაგონივრულად,0
{geo}არაგონივრული,ɑ r ɑ ɡ ɔ n i v r u l i,0,არაგონივრული,0
{geo}არაგულწრფელი,ɑ r ɑ ɡ u l t͡sʼ r pʰ ɛ l i,0,არაგულწრფელი,0
{geo}არადა,ɑ r ɑ d ɑ,0,არადა,0
{geo}არადამაჯერებლად,ɑ r ɑ d ɑ m ɑ d͡ʒ ɛ r ɛ b l ɑ d,0,არადამაჯერებლად,0
{geo}არაეთიკურად,ɑ r ɑ ɛ tʰ i kʼ u r ɑ d,0,არაეთიკურად,0
{geo}არაეთიკური,ɑ r ɑ ɛ tʰ i kʼ u r i,0,არაეთიკური,0
{geo}არაეკონომიურად,ɑ r ɑ ɛ kʼ ɔ n ɔ m i u r ɑ d,0,არაეკონომიურად,0
{geo}არაერთხელ,ɑ r ɑ ɛ r tʰ x ɛ l,0,არაერთხელ,0
{geo}არაეფექტური,ɑ r ɑ ɛ pʰ ɛ kʰ tʼ u r i,0,არაეფექტური,0
{geo}არავინ,ɑ r ɑ v i n,0,არავინ,0
{geo}არაზუსტად,ɑ r ɑ z u s tʼ ɑ d,0,არაზუსტად,0
{geo}არაზუსტი,ɑ r ɑ z u s tʼ i,0,არაზუსტი,0
{geo}არათანაბარი,ɑ r ɑ tʰ ɑ n ɑ b ɑ r i,0,არათანაბარი,0
{geo}არათანაბრად,ɑ r ɑ tʰ ɑ n ɑ b r ɑ d,0,არათანაბრად,0
{geo}არათანმიმდევრულად,ɑ r ɑ tʰ ɑ n m i m d ɛ v r u l ɑ d,0,არათანმიმდევრულად,0
{geo}არათითი,ɑ r ɑ tʰ i tʰ i,0,არათითი,0
{geo}არაკონსტიტუციურად,ɑ r ɑ kʼ ɔ n s tʼ i tʼ u t͡s i u r ɑ d,0,არაკონსტიტუციურად,0
{geo}არაკორექტული,ɑ r ɑ kʼ ɔ r ɛ kʰ tʼ u l i,0,არაკორექტული,0
{geo}არალოგიკურად,ɑ r ɑ l ɔ ɡ i kʼ u r ɑ d,0,არალოგიკურად,0
{geo}არალოგიკური,ɑ r ɑ l ɔ ɡ i kʼ u r i,0,არალოგიკური,0
{geo}არამეგობრული,ɑ r ɑ m ɛ ɡ ɔ b r u l i,0,არამეგობრული,0
{geo}არამედ,ɑ r ɑ m ɛ d,0,არამედ,0
{geo}არამეცნიერულად,ɑ r ɑ m ɛ t͡s n i ɛ r u l ɑ d,0,არამეცნიერულად,0
{geo}არამზადა,ɑ r ɑ m z ɑ d ɑ,0,არამზადა,0
{geo}არამყარი,ɑ r ɑ m qʼ ɑ r i,0,არამყარი,0
{geo}არანაირად,ɑ r ɑ n ɑ i r ɑ d,0,არანაირად,0
{geo}არანაირი,ɑ r ɑ n ɑ i r i,0,არანაირი,0
{geo}არანორმალური,ɑ r ɑ n ɔ r m ɑ l u r i,0,არანორმალური,0
{geo}არაორაზროვნად,ɑ r ɑ ɔ r ɑ z r ɔ v n ɑ d,0,არაორაზროვნად,0
{geo}არაორგანული,ɑ r ɑ ɔ r ɡ ɑ n u l i,0,არაორგანული,0
{geo}არაოფიციალურად,ɑ r ɑ ɔ pʰ i t͡s i ɑ l u r ɑ d,0,არაოფიციალურად,0
{geo}არაოფიციალური,ɑ r ɑ ɔ pʰ i t͡s i ɑ l u r i,0,არაოფიციალური,0
{geo}არაპატრიოტულად,ɑ r ɑ pʼ ɑ tʼ r i ɔ tʼ u l ɑ d,0,არაპატრიოტულად,0
{geo}არაპირდაპირად,ɑ r ɑ pʼ i r d ɑ pʼ i r ɑ d,0,არაპირდაპირად,0
{geo}არაპირდაპირი,ɑ r ɑ pʼ i r d ɑ pʼ i r i,0,არაპირდაპირი,0
{geo}არაპროპორციულად,ɑ r ɑ pʼ r ɔ pʼ ɔ r t͡s i u l ɑ d,0,არაპროპორციულად,0
{geo}არაპროფესიონალური,ɑ r ɑ pʼ r ɔ pʰ ɛ s i ɔ n ɑ l u r i,0,არაპროფესიონალური,0
{geo}არარეალურად,ɑ r ɑ r ɛ ɑ l u r ɑ d,0,არარეალურად,0
{geo}არარეალური,ɑ r ɑ r ɛ ɑ l u r i,0,არარეალური,0
{geo}არასავალდებულოდ,ɑ r ɑ s ɑ v ɑ l d ɛ b u l ɔ d,0,არასავალდებულოდ,0
{geo}არასაიმედო,ɑ r ɑ s ɑ i m ɛ d ɔ,0,არასაიმედო,0
{geo}არასაკმარისად,ɑ r ɑ s ɑ kʼ m ɑ r i s ɑ d,0,არასაკმარისად,0
{geo}არასაკმარისი,ɑ r ɑ s ɑ kʼ m ɑ r i s i,0,არასაკმარისი,0
{geo}არასამართლიანი,ɑ r ɑ s ɑ m ɑ r tʰ l i ɑ n i,0,არასამართლიანი,0
{geo}არასასიამოვნოდ,ɑ r ɑ s ɑ s i ɑ m ɔ v n ɔ d,0,არასასიამოვნოდ,0
{geo}არასაჭირო,ɑ r ɑ s ɑ t͡ʃʼ i r ɔ,0,არასაჭირო,0
{geo}არასდროს,ɑ r ɑ s d r ɔ s,0,არასდროს,0
{geo}არასეზონურად,ɑ r ɑ s ɛ z ɔ n u r ɑ d,0,არასეზონურად,0
{geo}არასოდეს,ɑ r ɑ s ɔ d ɛ s,0,არასოდეს,0
{geo}არასპეციფიკურად,ɑ r ɑ s pʼ ɛ t͡s i pʰ i kʼ u r ɑ d,0,არასპეციფიკურად,0
{geo}არასრული,ɑ r ɑ s r u l i,0,არასრული,0
{geo}არასრულყოფილად,ɑ r ɑ s r u l qʼ ɔ pʰ i l ɑ d,0,არასრულყოფილად,0
{geo}არასწორად,ɑ r ɑ s t͡sʼ ɔ r ɑ d,0,არასწორად,0
{geo}არასწორი,ɑ r ɑ s t͡sʼ ɔ r i,0,არასწორი,0
{geo}არატიპური,ɑ r ɑ tʼ i pʼ u r i,0,არატიპური,0
{geo}არაფერი,ɑ r ɑ pʰ ɛ r i,0,არაფერი,0
{geo}არაფერს,ɑ r ɑ pʰ ɛ r s,0,არაფერს,0
{geo}არაფორმალურად,ɑ r ɑ pʰ ɔ r m ɑ l u r ɑ d,0,არაფორმალურად,0
{geo}არაფორმალური,ɑ r ɑ pʰ ɔ r m ɑ l u r i,0,არაფორმალური,0
{geo}არაფრის,ɑ r ɑ pʰ r i s,0,არაფრის,0
{geo}არაყი,ɑ r ɑ qʼ i,0,არაყი,0
{geo}არაშთამბეჭდავად,ɑ r ɑ ʃ tʰ ɑ m b ɛ t͡ʃʼ d ɑ v ɑ d,0,არაშთამბეჭდავად,0
{geo}არაჩვეულებრივად,ɑ r ɑ t͡ʃ v ɛ u l ɛ b r i v ɑ d,0,არაჩვეულებრივად,0
{geo}არაჩვეულებრივი,ɑ r ɑ t͡ʃ v ɛ u l ɛ b r i v i,0,არაჩვეულებრივი,0
{geo}არაწესიერად,ɑ r ɑ t͡sʼ ɛ s i ɛ r ɑ d,0,არაწესიერად,0
{geo}არაჯანსაღი,ɑ r ɑ d͡ʒ ɑ n s ɑ ɣ i,0,არაჯანსაღი,0
{geo}არაჰიგიენური,ɑ r ɑ h i ɡ i ɛ n u r i,0,არაჰიგიენური,0
{geo}არბილებს,ɑ r b i l ɛ b s,0,არბილებს,0
{geo}არგამოყენება,ɑ r ɡ ɑ m ɔ qʼ ɛ n ɛ b ɑ,0,არგამოყენება,0
{geo}არგენტინა,ɑ r ɡ ɛ n tʼ i n ɑ,0,არგენტინა,0
{geo}არგენტინამ,ɑ r ɡ ɛ n tʼ i n ɑ m,0,არგენტინამ,0
{geo}არგენტინას,ɑ r ɡ ɛ n tʼ i n ɑ s,0,არგენტინას,0
{geo}არგო,ɑ r ɡ ɔ,0,არგო,0
{geo}არგუმენტაცია,ɑ r ɡ u m ɛ n tʼ ɑ t͡s i ɑ,0,არგუმენტაცია,0
{geo}არგუმენტი,ɑ r ɡ u m ɛ n tʼ i,0,არგუმენტი,0
{geo}არდადეგები,ɑ r d ɑ d ɛ ɡ ɛ b i,0,არდადეგები,0
{geo}არდი,ɑ r d i,0,არდი,0
{geo}არე,ɑ r ɛ,0,არე,0
{geo}არეგულირებს,ɑ r ɛ ɡ u l i r ɛ b s,0,არეგულირებს,0
{geo}არენა,ɑ r ɛ n ɑ,0,არენა,0
{geo}არეული,ɑ r ɛ u l i,0,არეული,0
{geo}არეულობა,ɑ r ɛ u l ɔ b ɑ,0,არეულობა,0
{geo}არია,ɑ r i ɑ,0,არია,0
{geo}არიან,ɑ r i ɑ n,0,არიან,0
{geo}არითმეტიკა,ɑ r i tʰ m ɛ tʼ i kʼ ɑ,0,არითმეტიკა,0
{geo}არითმეტიკული,ɑ r i tʰ m ɛ tʼ i kʼ u l i,0,არითმეტიკული,0
{geo}არის,ɑ r i s,0,არის,0
{geo}არისტოკრატი,ɑ r i s tʼ ɔ kʼ r ɑ tʼ i,0,არისტოკრატი,0
{geo}არისტოკრატია,ɑ r i s tʼ ɔ kʼ r ɑ tʼ i ɑ,0,არისტოკრატია,0
{geo}არმია,ɑ r m i ɑ,0,არმია,0
{geo}არმიად,ɑ r m i ɑ d,0,არმიად,0
{geo}არმიამ,ɑ r m i ɑ m,0,არმიამ,0
{geo}არმიას,ɑ r m i ɑ s,0,არმიას,0
{geo}არმიის,ɑ r m i i s,0,არმიის,0
{geo}არმცოდნე,ɑ r m t͡s ɔ d n ɛ,0,არმცოდნე,0
{geo}არნახული,ɑ r n ɑ x u l i,0,არნახული,0
{geo}არნიკა,ɑ r n i kʼ ɑ,0,არნიკა,0
{geo}აროდეს,ɑ r ɔ d ɛ s,0,აროდეს,0
{geo}არომატი,ɑ r ɔ m ɑ tʼ i,0,არომატი,0
{geo}არომატული,ɑ r ɔ m ɑ tʼ u l i,0,არომატული,0
{geo}არს,ɑ r s,0,არს,0
{geo}არსება,ɑ r s ɛ b ɑ,0,არსება,0
{geo}არსებები,ɑ r s ɛ b ɛ b i,0,არსებები,0
{geo}არსებითი,ɑ r s ɛ b i tʰ i,0,არსებითი,0
{geo}არსებობა,ɑ r s ɛ b ɔ b ɑ,0,არსებობა,0
{geo}არსებობს,ɑ r s ɛ b ɔ b s,0,არსებობს,0
{geo}არსებული,ɑ r s ɛ b u l i,0,არსებული,0
{geo}არსენალი,ɑ r s ɛ n ɑ l i,0,არსენალი,0
{geo}არსი,ɑ r s i,0,არსი,0
{geo}არსით,ɑ r s i tʰ,0,არსით,0
{geo}არტისტი,ɑ r tʼ i s tʼ i,0,არტისტი,0
{geo}არტისტიზმი,ɑ r tʼ i s tʼ i z m i,0,არტისტიზმი,0
{geo}არტისტულად,ɑ r tʼ i s tʼ u l ɑ d,0,არტისტულად,0
{geo}არტისტული,ɑ r tʼ i s tʼ u l i,0,არტისტული,0
{geo}არტიშოკი,ɑ r tʼ i ʃ ɔ kʼ i,0,არტიშოკი,0
{geo}არქაიზმი,ɑ r kʰ ɑ i z m i,0,არქაიზმი,0
{geo}არქაული,ɑ r kʰ ɑ u l i,0,არქაული,0
{geo}არქეოლოგია,ɑ r kʰ ɛ ɔ l ɔ ɡ i ɑ,0,არქეოლოგია,0
{geo}არქიტექტურა,ɑ r kʰ i tʼ ɛ kʰ tʼ u r ɑ,0,არქიტექტურა,0
{geo}არქიტექტურულად,ɑ r kʰ i tʼ ɛ kʰ tʼ u r u l ɑ d,0,არქიტექტურულად,0
{geo}არქმევს,ɑ r kʰ m ɛ v s,0,არქმევს,0
{geo}არქტიკული,ɑ r kʰ tʼ i kʼ u l i,0,არქტიკული,0
{geo}არყოფნა,ɑ r qʼ ɔ pʰ n ɑ,0,არყოფნა,0
{geo}არჩევა,ɑ r t͡ʃ ɛ v ɑ,0,არჩევა,0
{geo}არჩევანი,ɑ r t͡ʃ ɛ v ɑ n i,0,არჩევანი,0
{geo}არჩევითი,ɑ r t͡ʃ ɛ v i tʰ i,0,არჩევითი,0
{geo}არჩევნები,ɑ r t͡ʃ ɛ v n ɛ b i,0,არჩევნები,0
{geo}არჩევს,ɑ r t͡ʃ ɛ v s,0,არჩევს,0
{geo}არჩვი,ɑ r t͡ʃ v i,0,არჩვი,0
{geo}არჩილ,ɑ r t͡ʃ i l,0,არჩილ,0
{geo}არჩილი,ɑ r t͡ʃ i l i,0,არჩილი,0
{geo}არც,ɑ r t͡s,0,არც,0
{geo}არცერთი,ɑ r t͡s ɛ r tʰ i,0,არცერთი,0
{geo}არცოდნა,ɑ r t͡s ɔ d n ɑ,0,არცოდნა,0
{geo}არწივი,ɑ r t͡sʼ i v i,0,არწივი,0
{geo}არხეინი,ɑ r x ɛ i n i,0,არხეინი,0
{geo}არხი,ɑ r x i,0,არხი,0
{geo}ასათაურებს,ɑ s ɑ tʰ ɑ u r ɛ b s,0,ასათაურებს,0
{geo}ასაკი,ɑ s ɑ kʼ i,0,ასაკი,0
{geo}ასაკოვანი,ɑ s ɑ kʼ ɔ v ɑ n i,0,ასაკოვანი,0
{geo}ასანთი,ɑ s ɑ n tʰ i,0,ასანთი,0
{geo}ასატანი,ɑ s ɑ tʼ ɑ n i,0,ასატანი,0
{geo}ასახავს,ɑ s ɑ x ɑ v s,0,ასახავს,0
{geo}ასახელებს,ɑ s ɑ x ɛ l ɛ b s,0,ასახელებს,0
{geo}ასე,ɑ s ɛ,0,ასე,0
{geo}ასევე,ɑ s ɛ v ɛ,0,ასევე,0
{geo}ასეთი,ɑ s ɛ tʰ i,0,ასეთი,0
{geo}ასთმა,ɑ s tʰ m ɑ,0,ასთმა,0
{geo}ასიმეტრიული,ɑ s i m ɛ tʼ r i u l i,0,ასიმეტრიული,0
{geo}ასიმილაცია,ɑ s i m i l ɑ t͡s i ɑ,0,ასიმილაცია,0
{geo}ასისტენტი,ɑ s i s tʼ ɛ n tʼ i,0,ასისტენტი,0
{geo}ასკეტურად,ɑ s kʼ ɛ tʼ u r ɑ d,0,ასკეტურად,0
{geo}ასლი,ɑ s l i,0,ასლი,0
{geo}ასო,ɑ s ɔ,0,ასო,0
{geo}ასორტი,ɑ s ɔ r tʼ i,0,ასორტი,0
{geo}ასოციაცია,ɑ s ɔ t͡s i ɑ t͡s i ɑ,0,ასოციაცია,0
{geo}ასტეროიდი,ɑ s tʼ ɛ r ɔ i d i,0,ასტეროიდი,0
{geo}ასტრა,ɑ s tʼ r ɑ,0,ასტრა,0
{geo}ასტროლოგი,ɑ s tʼ r ɔ l ɔ ɡ i,0,ასტროლოგი,0
{geo}ასტრონომიული,ɑ s tʼ r ɔ n ɔ m i u l i,0,ასტრონომიული,0
{geo}ასული,ɑ s u l i,0,ასული,0
{geo}ასუნსიონი,ɑ s u n s i ɔ n i,0,ასუნსიონი,0
